filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190129_164047.jpg,674,1200,Two Euro,306,272,476,466
IMG_20190129_163754.jpg,1200,674,Five Cent,550,20,770,236
IMG_20190129_163754.jpg,1200,674,Twenty Cent,490,478,730,672
IMG_20190129_163754.jpg,1200,674,Fifty Cent,374,246,592,484
IMG_20190129_163754.jpg,1200,674,One Euro,678,252,860,474
IMG_20190129_163754.jpg,1200,674,Two Euro,482,236,726,496
IMG_20190129_141139_01.jpg,1200,674,Five Cent,308,300,408,620
IMG_20190129_141139_01.jpg,1200,674,Ten Cent,460,154,648,336
IMG_20190129_141139_01.jpg,1200,674,Twenty Cent,348,234,508,482
IMG_20190129_141139_01.jpg,1200,674,Fifty Cent,330,250,474,586
IMG_20190129_141139_01.jpg,1200,674,One Euro,190,76,444,288
IMG_20190129_141139_01.jpg,1200,674,Two Euro,382,164,662,370
IMG_20190130_183305.jpg,1200,674,Five Cent,172,86,360,222
IMG_20190130_183305.jpg,1200,674,Five Cent,196,216,410,390
IMG_20190130_183305.jpg,1200,674,Five Cent,736,322,912,498
IMG_20190130_183305.jpg,1200,674,Five Cent,984,214,1178,376
IMG_20190130_183305.jpg,1200,674,Five Cent,342,2,512,54
IMG_20190130_183305.jpg,1200,674,Ten Cent,904,20,1062,138
IMG_20190130_183305.jpg,1200,674,Fifty Cent,446,108,650,276
IMG_20190129_140504.jpg,1200,674,Five Cent,260,198,352,284
IMG_20190129_140504.jpg,1200,674,Ten Cent,432,272,514,344
IMG_20190129_140504.jpg,1200,674,Twenty Cent,526,340,610,414
IMG_20190129_140504.jpg,1200,674,Fifty Cent,646,258,742,342
IMG_20190129_140504.jpg,1200,674,One Euro,740,214,836,304
IMG_20190129_140504.jpg,1200,674,Two Euro,422,434,522,524
IMG_20190129_142019.jpg,1200,674,Five Cent,72,296,260,400
IMG_20190129_142019.jpg,1200,674,Ten Cent,308,182,450,252
IMG_20190129_142019.jpg,1200,674,Twenty Cent,862,304,1070,442
IMG_20190129_142019.jpg,1200,674,Fifty Cent,358,256,548,366
IMG_20190129_142019.jpg,1200,674,One Euro,518,198,680,284
IMG_20190129_142019.jpg,1200,674,Two Euro,320,376,568,542
IMG_20190129_164143.jpg,1200,674,Fifty Cent,306,278,544,548
IMG_20190129_164143.jpg,1200,674,Twenty Cent,156,572,474,674
IMG_20190129_164143.jpg,1200,674,One Euro,374,286,712,576
IMG_20190129_164143.jpg,1200,674,Two Euro,528,158,868,402
IMG_20190130_183439.jpg,1200,674,Five Cent,532,362,674,492
IMG_20190130_183439.jpg,1200,674,Five Cent,622,270,758,382
IMG_20190130_183439.jpg,1200,674,Five Cent,308,370,462,488
IMG_20190130_183439.jpg,1200,674,Five Cent,268,268,412,370
IMG_20190130_183439.jpg,1200,674,Five Cent,298,168,440,264
IMG_20190130_183439.jpg,1200,674,Five Cent,446,118,562,210
IMG_20190130_183439.jpg,1200,674,Five Cent,552,80,672,164
IMG_20190130_183439.jpg,1200,674,Five Cent,666,72,798,168
IMG_20190130_183439.jpg,1200,674,Ten Cent,522,188,636,276
IMG_20190130_183439.jpg,1200,674,Ten Cent,478,476,626,628
IMG_20190130_183439.jpg,1200,674,Twenty Cent,748,356,918,492
IMG_20190130_183439.jpg,1200,674,Twenty Cent,660,496,844,662
IMG_20190130_183439.jpg,1200,674,Twenty Cent,772,116,908,222
IMG_20190130_183439.jpg,1200,674,Fifty Cent,428,260,572,394
IMG_20190130_183439.jpg,1200,674,One Euro,644,156,776,266
IMG_20190130_183439.jpg,1200,674,Two Euro,752,214,910,356
IMG_20190131_120250.jpg,1200,674,Five Cent,482,484,778,650
IMG_20190131_120250.jpg,1200,674,Five Cent,208,454,478,600
IMG_20190131_120250.jpg,1200,674,Five Cent,360,234,516,294
IMG_20190131_120250.jpg,1200,674,Five Cent,552,172,676,208
IMG_20190131_120250.jpg,1200,674,Five Cent,582,140,686,174
IMG_20190131_120250.jpg,1200,674,Five Cent,950,166,1076,206
IMG_20190131_120250.jpg,1200,674,Twenty Cent,760,468,1036,664
IMG_20190131_120250.jpg,1200,674,Twenty Cent,724,148,848,204
IMG_20190129_142020.jpg,1200,674,Five Cent,208,354,372,460
IMG_20190129_142020.jpg,1200,674,Ten Cent,386,230,512,306
IMG_20190129_142020.jpg,1200,674,Twenty Cent,910,308,1100,420
IMG_20190129_142020.jpg,1200,674,Fifty Cent,464,298,626,404
IMG_20190129_142020.jpg,1200,674,One Euro,582,234,726,318
IMG_20190129_142020.jpg,1200,674,Two Euro,466,402,682,558
IMG_20190129_141020_010.jpg,1200,674,Ten Cent,520,206,804,482
IMG_20190129_141020_010.jpg,1200,674,Two Euro,714,6,1054,330
IMG_20190129_140750.jpg,1200,674,Five Cent,358,346,496,462
IMG_20190129_140750.jpg,1200,674,Ten Cent,406,314,540,408
IMG_20190129_140750.jpg,1200,674,Twenty Cent,526,162,648,252
IMG_20190129_140750.jpg,1200,674,Fifty Cent,448,204,588,316
IMG_20190129_140750.jpg,1200,674,One Euro,424,426,576,574
IMG_20190129_140750.jpg,1200,674,Two Euro,548,286,710,414
IMG_20190131_120949.jpg,1200,674,Five Cent,714,342,868,504
IMG_20190131_120949.jpg,1200,674,Five Cent,760,516,916,664
IMG_20190131_120949.jpg,1200,674,Five Cent,916,568,1098,674
IMG_20190131_120949.jpg,1200,674,Five Cent,604,608,764,674
IMG_20190131_120949.jpg,1200,674,Five Cent,546,528,706,674
IMG_20190131_120949.jpg,1200,674,Five Cent,388,584,526,674
IMG_20190131_120949.jpg,1200,674,Five Cent,108,566,280,674
IMG_20190131_120949.jpg,1200,674,Ten Cent,586,392,722,524
IMG_20190131_120949.jpg,1200,674,Ten Cent,446,370,576,512
IMG_20190131_120949.jpg,1200,674,Twenty Cent,312,270,466,418
IMG_20190131_120949.jpg,1200,674,Twenty Cent,352,452,524,606
IMG_20190131_120949.jpg,1200,674,Twenty Cent,276,598,436,674
IMG_20190131_120949.jpg,1200,674,One Euro,582,236,734,396
IMG_20190131_120949.jpg,1200,674,Two Euro,406,122,586,300
IMG_20190131_120939.jpg,1200,674,Five Cent,808,96,1026,220
IMG_20190131_120939.jpg,1200,674,Five Cent,932,198,1174,342
IMG_20190131_120939.jpg,1200,674,Five Cent,704,292,982,474
IMG_20190131_120939.jpg,1200,674,Five Cent,590,264,822,430
IMG_20190131_120939.jpg,1200,674,Five Cent,330,340,582,512
IMG_20190131_120939.jpg,1200,674,Five Cent,2,264,186,494
IMG_20190131_120939.jpg,1200,674,Ten Cent,636,150,834,272
IMG_20190131_120939.jpg,1200,674,Ten Cent,442,136,640,272
IMG_20190131_120939.jpg,1200,674,Twenty Cent,130,344,416,542
IMG_20190131_120939.jpg,1200,674,Twenty Cent,310,184,550,356
IMG_20190131_120939.jpg,1200,674,Twenty Cent,288,18,488,168
IMG_20190131_120939.jpg,1200,674,Fifty Cent,494,478,876,674
IMG_20190131_120939.jpg,1200,674,One Euro,630,18,830,158
IMG_20190131_120939.jpg,1200,674,Two Euro,424,2,636,70
IMG_20190131_120327.jpg,1200,674,One Euro,582,274,774,400
IMG_20190129_141550.jpg,1200,674,Ten Cent,472,326,770,536
IMG_20190130_183219.jpg,1200,674,Five Cent,540,326,776,546
IMG_20190130_183219.jpg,1200,674,Five Cent,740,122,952,314
IMG_20190130_183219.jpg,1200,674,Fifty Cent,310,4,572,224
IMG_20190131_120334.jpg,1200,674,One Euro,396,218,828,508
IMG_20190131_120334.jpg,1200,674,Two Euro,1026,74,1200,216
IMG_20190129_141427.jpg,1200,674,Fifty Cent,474,220,728,450
IMG_20190129_164253.jpg,1200,674,Five Cent,374,172,808,534
IMG_20190129_164253.jpg,1200,674,Ten Cent,6,412,308,674
IMG_20190131_121256.jpg,1200,674,Five Cent,436,44,564,142
IMG_20190131_121256.jpg,1200,674,Five Cent,588,228,708,352
IMG_20190131_121256.jpg,1200,674,Five Cent,678,362,814,476
IMG_20190131_121256.jpg,1200,674,Five Cent,804,342,940,450
IMG_20190131_121256.jpg,1200,674,Five Cent,816,434,948,582
IMG_20190131_121256.jpg,1200,674,Five Cent,724,470,852,616
IMG_20190131_121256.jpg,1200,674,Five Cent,842,538,966,652
IMG_20190131_121256.jpg,1200,674,Ten Cent,710,250,836,374
IMG_20190131_121256.jpg,1200,674,Twenty Cent,436,164,572,282
IMG_20190131_121256.jpg,1200,674,Twenty Cent,400,234,536,350
IMG_20190131_121256.jpg,1200,674,Twenty Cent,342,378,500,526
IMG_20190131_121256.jpg,1200,674,Fifty Cent,562,470,730,632
IMG_20190131_121256.jpg,1200,674,One Euro,520,340,678,494
IMG_20190131_121256.jpg,1200,674,Two Euro,532,148,674,284
IMG_20190130_183332.jpg,1200,674,Five Cent,126,160,238,244
IMG_20190130_183332.jpg,1200,674,Five Cent,138,240,268,340
IMG_20190130_183332.jpg,1200,674,Five Cent,236,56,346,138
IMG_20190130_183332.jpg,1200,674,Five Cent,474,26,568,98
IMG_20190130_183332.jpg,1200,674,Five Cent,612,34,716,106
IMG_20190130_183332.jpg,1200,674,Five Cent,722,10,826,88
IMG_20190130_183332.jpg,1200,674,Five Cent,620,226,736,326
IMG_20190130_183332.jpg,1200,674,Five Cent,450,288,578,394
IMG_20190130_183332.jpg,1200,674,Ten Cent,582,100,690,180
IMG_20190130_183332.jpg,1200,674,Ten Cent,390,230,490,312
IMG_20190130_183332.jpg,1200,674,Twenty Cent,868,248,988,344
IMG_20190130_183332.jpg,1200,674,Twenty Cent,260,394,388,508
IMG_20190130_183332.jpg,1200,674,Twenty Cent,492,438,626,564
IMG_20190130_183332.jpg,1200,674,Fifty Cent,292,166,414,270
IMG_20190130_183332.jpg,1200,674,One Euro,872,570,1012,674
IMG_20190130_183104.jpg,1200,674,Five Cent,306,196,404,268
IMG_20190130_183104.jpg,1200,674,Five Cent,414,214,514,288
IMG_20190130_183104.jpg,1200,674,Five Cent,544,128,630,196
IMG_20190130_183104.jpg,1200,674,Five Cent,522,254,622,332
IMG_20190130_183104.jpg,1200,674,Five Cent,542,334,652,430
IMG_20190130_183104.jpg,1200,674,Five Cent,336,410,458,514
IMG_20190130_183104.jpg,1200,674,Five Cent,698,276,796,358
IMG_20190130_183104.jpg,1200,674,Five Cent,834,320,944,412
IMG_20190130_183104.jpg,1200,674,Ten Cent,406,84,490,142
IMG_20190130_183104.jpg,1200,674,Twenty Cent,628,174,740,258
IMG_20190130_183104.jpg,1200,674,Fifty Cent,392,142,496,220
IMG_20190130_183104.jpg,1200,674,One Euro,294,124,394,198
IMG_20190130_183104.jpg,1200,674,Two Euro,368,296,488,396
IMG_20190129_141419.jpg,1200,674,Fifty Cent,416,198,658,452
IMG_20190131_120256.jpg,1200,674,Five Cent,2,298,78,392
IMG_20190131_120256.jpg,1200,674,Five Cent,354,246,514,336
IMG_20190131_120256.jpg,1200,674,Five Cent,488,210,648,290
IMG_20190131_120256.jpg,1200,674,Five Cent,902,452,1160,612
IMG_20190131_120256.jpg,1200,674,Twenty Cent,602,292,782,398
IMG_20190131_121127.jpg,1200,674,Five Cent,594,120,794,234
IMG_20190131_121127.jpg,1200,674,Five Cent,712,394,1016,604
IMG_20190131_121127.jpg,1200,674,Five Cent,654,322,926,430
IMG_20190131_121127.jpg,1200,674,Five Cent,176,478,516,668
IMG_20190131_121127.jpg,1200,674,Five Cent,110,392,398,548
IMG_20190131_121127.jpg,1200,674,Five Cent,142,226,344,394
IMG_20190131_121127.jpg,1200,674,Ten Cent,360,338,602,506
IMG_20190131_121127.jpg,1200,674,Ten Cent,2,368,198,522
IMG_20190131_121127.jpg,1200,674,Twenty Cent,702,226,948,384
IMG_20190131_121127.jpg,1200,674,Twenty Cent,718,100,896,218
IMG_20190131_121127.jpg,1200,674,Fifty Cent,418,186,674,336
IMG_20190131_121127.jpg,1200,674,One Euro,392,112,596,208
IMG_20190131_121127.jpg,1200,674,Two Euro,894,196,1188,382
IMG_20190130_183558.jpg,1200,674,Five Cent,706,382,850,572
IMG_20190130_183558.jpg,1200,674,Five Cent,576,502,808,674
IMG_20190130_183558.jpg,1200,674,Five Cent,1058,262,1164,340
IMG_20190130_183558.jpg,1200,674,Ten Cent,652,188,806,316
IMG_20190130_183558.jpg,1200,674,Twenty Cent,490,168,670,328
IMG_20190130_183558.jpg,1200,674,Twenty Cent,608,118,758,188
IMG_20190130_183558.jpg,1200,674,One Euro,604,40,762,124
IMG_20190130_183558.jpg,1200,674,Two Euro,682,232,904,420
IMG_20190129_140909_017.jpg,1200,674,Twenty Cent,478,164,796,490
IMG_20190129_164345.jpg,1200,674,Twenty Cent,324,68,738,458
IMG_20190129_140632.jpg,1200,674,Five Cent,618,234,700,308
IMG_20190129_140632.jpg,1200,674,Ten Cent,834,418,906,494
IMG_20190129_140632.jpg,1200,674,Twenty Cent,672,394,758,474
IMG_20190129_140632.jpg,1200,674,Fifty Cent,752,306,836,392
IMG_20190129_140632.jpg,1200,674,One Euro,300,264,396,348
IMG_20190129_140632.jpg,1200,674,Two Euro,516,280,618,366
IMG_20190131_121242.jpg,1200,674,Five Cent,1072,362,1200,490
IMG_20190131_121242.jpg,1200,674,Five Cent,830,220,954,326
IMG_20190131_121242.jpg,1200,674,Five Cent,804,106,922,182
IMG_20190131_121242.jpg,1200,674,Five Cent,672,304,788,402
IMG_20190131_121242.jpg,1200,674,Five Cent,636,298,744,408
IMG_20190131_121242.jpg,1200,674,Five Cent,584,322,692,416
IMG_20190131_121242.jpg,1200,674,Ten Cent,50,224,160,304
IMG_20190131_121242.jpg,1200,674,Twenty Cent,368,130,474,218
IMG_20190131_121242.jpg,1200,674,Twenty Cent,462,280,576,388
IMG_20190131_121242.jpg,1200,674,Twenty Cent,446,444,606,570
IMG_20190131_121242.jpg,1200,674,Twenty Cent,754,380,886,496
IMG_20190131_121242.jpg,1200,674,Fifty Cent,928,324,1072,454
IMG_20190131_121242.jpg,1200,674,Two Euro,896,456,1070,606
IMG_20190131_120800.jpg,1200,674,Five Cent,698,272,852,418
IMG_20190131_120800.jpg,1200,674,Five Cent,348,282,500,432
IMG_20190131_120800.jpg,1200,674,Five Cent,228,376,396,538
IMG_20190131_120800.jpg,1200,674,Five Cent,60,356,238,526
IMG_20190131_120800.jpg,1200,674,Five Cent,126,572,302,674
IMG_20190131_120800.jpg,1200,674,Ten Cent,328,574,454,674
IMG_20190131_120800.jpg,1200,674,Twenty Cent,388,446,548,596
IMG_20190131_120800.jpg,1200,674,Twenty Cent,432,280,564,436
IMG_20190131_120800.jpg,1200,674,Fifty Cent,524,144,700,292
IMG_20190131_120800.jpg,1200,674,One Euro,558,336,718,492
IMG_20190129_163725.jpg,1200,674,Five Cent,582,166,718,278
IMG_20190129_163725.jpg,1200,674,Twenty Cent,618,410,768,564
IMG_20190129_163725.jpg,1200,674,Fifty Cent,526,278,678,420
IMG_20190129_163725.jpg,1200,674,One Euro,714,264,824,406
IMG_20190129_163725.jpg,1200,674,Two Euro,580,250,740,384
IMG_20190131_120341.jpg,1200,674,Five Cent,2,356,282,622
IMG_20190131_120341.jpg,1200,674,Ten Cent,112,214,392,374
IMG_20190131_120341.jpg,1200,674,Twenty Cent,602,150,856,304
IMG_20190131_120341.jpg,1200,674,Two Euro,2,140,136,336
IMG_20190130_183641.jpg,1200,674,Five Cent,108,152,268,286
IMG_20190130_183641.jpg,1200,674,Five Cent,136,286,296,434
IMG_20190130_183641.jpg,1200,674,Five Cent,358,248,518,400
IMG_20190130_183641.jpg,1200,674,Five Cent,408,112,570,244
IMG_20190130_183641.jpg,1200,674,Five Cent,478,2,626,120
IMG_20190130_183641.jpg,1200,674,Five Cent,848,180,1006,326
IMG_20190130_183641.jpg,1200,674,Five Cent,522,456,688,624
IMG_20190130_183641.jpg,1200,674,Five Cent,362,568,550,670
IMG_20190130_183641.jpg,1200,674,Ten Cent,268,16,404,138
IMG_20190130_183641.jpg,1200,674,Ten Cent,256,148,412,282
IMG_20190130_183641.jpg,1200,674,Twenty Cent,572,90,720,222
IMG_20190130_183641.jpg,1200,674,Twenty Cent,516,222,676,368
IMG_20190130_183641.jpg,1200,674,Twenty Cent,628,328,798,488
IMG_20190130_183641.jpg,1200,674,Fifty Cent,644,564,854,674
IMG_20190130_183641.jpg,1200,674,One Euro,686,182,850,336
IMG_20190130_183641.jpg,1200,674,Two Euro,236,376,446,576
IMG_20190129_141433.jpg,1200,674,Two Euro,460,220,780,534
IMG_20190130_183436.jpg,1200,674,Five Cent,370,266,518,398
IMG_20190130_183436.jpg,1200,674,Five Cent,510,250,646,390
IMG_20190130_183436.jpg,1200,674,Five Cent,770,118,932,250
IMG_20190130_183436.jpg,1200,674,Five Cent,684,20,828,146
IMG_20190130_183436.jpg,1200,674,Five Cent,552,2,692,100
IMG_20190130_183436.jpg,1200,674,Five Cent,418,2,550,52
IMG_20190130_183436.jpg,1200,674,Five Cent,300,2,440,130
IMG_20190130_183436.jpg,1200,674,Five Cent,252,114,384,244
IMG_20190130_183436.jpg,1200,674,Ten Cent,238,326,388,450
IMG_20190130_183436.jpg,1200,674,Ten Cent,540,94,666,218
IMG_20190130_183436.jpg,1200,674,Twenty Cent,318,452,474,620
IMG_20190130_183436.jpg,1200,674,Twenty Cent,498,418,664,584
IMG_20190130_183436.jpg,1200,674,Twenty Cent,782,248,946,392
IMG_20190130_183436.jpg,1200,674,Fifty Cent,388,108,542,254
IMG_20190130_183436.jpg,1200,674,One Euro,642,166,794,322
IMG_20190130_183436.jpg,1200,674,Two Euro,634,318,808,498
IMG_20190129_140915_007.jpg,1200,674,Twenty Cent,488,170,778,450
IMG_20190131_120614.jpg,1200,674,Five Cent,418,154,566,288
IMG_20190131_120614.jpg,1200,674,Five Cent,268,256,440,370
IMG_20190131_120614.jpg,1200,674,Five Cent,702,292,884,448
IMG_20190131_120614.jpg,1200,674,Five Cent,646,174,818,304
IMG_20190131_120614.jpg,1200,674,Five Cent,566,380,760,534
IMG_20190131_120614.jpg,1200,674,Ten Cent,726,490,904,662
IMG_20190131_120614.jpg,1200,674,Twenty Cent,566,108,718,236
IMG_20190131_120614.jpg,1200,674,Twenty Cent,296,324,482,486
IMG_20190131_120614.jpg,1200,674,Twenty Cent,604,552,830,674
IMG_20190131_120614.jpg,1200,674,Fifty Cent,482,246,678,406
IMG_20190131_120614.jpg,1200,674,One Euro,274,82,438,214
IMG_20190131_120614.jpg,1200,674,Two Euro,454,404,682,614
IMG_20190129_140845_007.jpg,1200,674,Five Cent,342,196,634,480
IMG_20190129_164159.jpg,1200,674,Ten Cent,56,482,326,674
IMG_20190129_164159.jpg,1200,674,Twenty Cent,290,300,518,464
IMG_20190129_164159.jpg,1200,674,Fifty Cent,420,172,622,294
IMG_20190129_164159.jpg,1200,674,One Euro,484,222,688,378
IMG_20190129_164159.jpg,1200,674,Two Euro,582,104,792,226
IMG_20190129_142054.jpg,1200,674,Five Cent,598,234,792,388
IMG_20190129_142054.jpg,1200,674,Ten Cent,410,244,598,388
IMG_20190129_142054.jpg,1200,674,Twenty Cent,392,18,572,116
IMG_20190129_142054.jpg,1200,674,Fifty Cent,802,278,1032,462
IMG_20190129_142054.jpg,1200,674,One Euro,340,118,542,238
IMG_20190129_142054.jpg,1200,674,Two Euro,514,400,818,638
IMG_20190129_141152.jpg,1200,674,Five Cent,506,262,718,392
IMG_20190129_141152.jpg,1200,674,Ten Cent,630,158,822,304
IMG_20190129_141152.jpg,1200,674,Twenty Cent,494,368,730,528
IMG_20190129_141152.jpg,1200,674,Fifty Cent,372,434,660,674
IMG_20190129_141152.jpg,1200,674,One Euro,278,224,514,452
IMG_20190129_141152.jpg,1200,674,Two Euro,502,38,702,176
IMG_20190130_183206.jpg,1200,674,Five Cent,414,166,842,536
IMG_20190130_183206.jpg,1200,674,Five Cent,40,586,446,674
IMG_20190130_183309.jpg,1200,674,Five Cent,194,270,340,404
IMG_20190130_183309.jpg,1200,674,Five Cent,418,276,576,416
IMG_20190130_183309.jpg,1200,674,Five Cent,614,220,762,354
IMG_20190130_183309.jpg,1200,674,Ten Cent,370,408,544,560
IMG_20190130_183648.jpg,1200,674,Five Cent,396,334,532,458
IMG_20190130_183648.jpg,1200,674,Five Cent,426,460,574,604
IMG_20190130_183648.jpg,1200,674,Five Cent,618,422,764,558
IMG_20190130_183648.jpg,1200,674,Five Cent,650,296,784,416
IMG_20190130_183648.jpg,1200,674,Five Cent,700,184,832,298
IMG_20190130_183648.jpg,1200,674,Five Cent,1042,350,1172,496
IMG_20190130_183648.jpg,1200,674,Ten Cent,524,206,634,320
IMG_20190130_183648.jpg,1200,674,Ten Cent,528,332,654,452
IMG_20190130_183648.jpg,1200,674,Twenty Cent,792,272,922,400
IMG_20190130_183648.jpg,1200,674,Twenty Cent,750,388,894,528
IMG_20190130_183648.jpg,1200,674,Twenty Cent,860,492,1018,636
IMG_20190130_183648.jpg,1200,674,One Euro,898,358,1040,504
IMG_20190130_183648.jpg,1200,674,Two Euro,536,556,710,674
IMG_20190131_120218.jpg,1200,674,Ten Cent,814,394,984,580
IMG_20190131_120218.jpg,1200,674,Twenty Cent,570,250,744,392
IMG_20190131_120218.jpg,1200,674,Fifty Cent,424,188,626,314
IMG_20190131_120218.jpg,1200,674,One Euro,546,94,722,186
IMG_20190131_120218.jpg,1200,674,Two Euro,556,168,746,300
IMG_20190129_165533.jpg,1200,674,Five Cent,200,204,410,400
IMG_20190129_165533.jpg,1200,674,Five Cent,320,362,548,576
